Season,Name,Team,playerid
2003,Tony Batista,Orioles,124
2011,Mark Ellis,- - -,1443
2009,Edgar Renteria,Giants,1178
2016,Jason Heyward,Cubs,4940
2002,Jeff Cirillo,Mariners,1073
2011,Alex Gonzalez,Braves,520
2013,Ichiro Suzuki,Yankees,1101
2003,Jose Hernandez,- - -,688
2011,Yuniesky Betancourt,Brewers,8585
2011,Ichiro Suzuki,Mariners,1101
2015,Erick Aybar,Angels,4082
2007,Ray Durham,Giants,230
2015,Angel Pagan,Giants,2918
2007,Tony Pena,Royals,2240
2013,Starlin Castro,Cubs,4579
2014,Domonic Brown,Phillies,3154
2014,Omar Infante,Royals,1609
2011,Alcides Escobar,Royals,6310
2003,Deivi Cruz,Orioles,1025
2011,Jason Bartlett,Padres,8219
2015,Alexei Ramirez,White Sox,5133
2014,Derek Jeter,Yankees,826
2006,Adam Everett,Astros,1430
2016,Alcides Escobar,Royals,6310
2002,Juan Uribe,Rockies,454
2014,Melvin Upton Jr.,Braves,5015
2003,Royce Clayton,Brewers,226
2007,Omar Vizquel,Giants,411
2008,Willy Taveras,Rockies,1876
2009,Emilio Bonifacio,Marlins,4054
2011,Miguel Olivo,Mariners,1638
2012,Jemile Weeks,Athletics,2498
2007,Jason Kendall,- - -,993
2011,Casey McGehee,Brewers,6086
2003,Alex Cora,Dodgers,1386
2015,Michael Taylor,Nationals,11489
2012,Dustin Ackley,Mariners,10099
2009,Yuniesky Betancourt,- - -,8585
2014,Andrelton Simmons,Braves,10847
2014,Jean Segura,Brewers,5933
2012,Drew Stubbs,Reds,9328
2003,Brad Ausmus,Astros,546
2015,Alcides Escobar,Royals,6310
2010,Alcides Escobar,Brewers,6310
2010,Jose Lopez,Mariners,3114
2014,Allen Craig,- - -,3433
2002,Brent Abernathy,Devil Rays,1192
2015,Jean Segura,Brewers,5933
2008,Michael Bourn,Astros,6387
2011,Alex Rios,White Sox,2090
2002,Vinny Castilla,Braves,84
2015,Wilson Ramos,Nationals,1433
2003,Ramon Santiago,Tigers,1417
2016,Alexei Ramirez,- - -,5133
2006,Ronny Cedeno,Cubs,2179
2014,Matt Dominguez,Astros,4903
2007,Nick Punto,Twins,1429
2003,Cesar Izturis,Dodgers,656
2006,Angel Berroa,Royals,591
2006,Clint Barmes,Rockies,1830
2016,Adeiny Hechavarria,Marlins,10459
2015,Chris Owings,Diamondbacks,10030
2014,Zack Cozart,Reds,2616
2013,Darwin Barney,Cubs,2430
2013,Adeiny Hechavarria,Marlins,10459
2010,Cesar Izturis,Orioles,656
2002,Neifi Perez,Royals,620
2013,Alcides Escobar,Royals,6310
